Registration_number,Current_Semester
ciit/sp22-bcs-1824/isb,Semester 1
ciit/sp22-bcs-1850/isb,Semester 1
ciit/sp22-bcs-1851/isb,Semester 1
ciit/sp22-bcs-1982/isb,Semester 1
ciit/sp22-bcs-2016/isb,Semester 1
ciit/sp22-bcs-2068/isb,Semester 1
ciit/sp22-bcs-2081/isb,Semester 1
ciit/sp22-bcs-2087/isb,Semester 1
ciit/sp22-bcs-2088/isb,Semester 1
ciit/sp22-bcs-2119/isb,Semester 1
ciit/sp22-bcs-2154/isb,Semester 1
ciit/sp22-bcs-2167/isb,Semester 1
ciit/sp22-bcs-2196/isb,Semester 1
ciit/sp22-bcs-2200/isb,Semester 1
ciit/sp22-bcs-2261/isb,Semester 1
ciit/sp22-bcs-2274/isb,Semester 1
ciit/sp22-bcs-234/isb,Semester 1
ciit/sp22-bcs-2354/isb,Semester 1
ciit/sp22-bcs-2385/isb,Semester 1
ciit/sp22-bcs-2473/isb,Semester 1
ciit/sp22-bcs-2546/isb,Semester 1
ciit/sp22-bcs-257/isb,Semester 1
ciit/sp22-bcs-2574/isb,Semester 1
ciit/sp22-bcs-2577/isb,Semester 1
ciit/sp22-bcs-2662/isb,Semester 1
ciit/sp22-bcs-2684/isb,Semester 1
ciit/sp22-bcs-269/isb,Semester 1
ciit/sp22-bcs-2865/isb,Semester 1
ciit/sp22-bcs-2915/isb,Semester 1
ciit/sp22-bcs-2947/isb,Semester 1
ciit/sp22-bcs-2971/isb,Semester 1
ciit/sp22-bcs-299/isb,Semester 1
ciit/sp22-bcs-2997/isb,Semester 1
ciit/sp22-bcs-3049/isb,Semester 1
ciit/sp22-bcs-3106/isb,Semester 1
ciit/sp22-bcs-3116/isb,Semester 1
ciit/sp22-bcs-3190/isb,Semester 1
ciit/sp22-bcs-3242/isb,Semester 1
ciit/sp22-bcs-3311/isb,Semester 1
ciit/sp22-bcs-3327/isb,Semester 1
ciit/sp22-bcs-3330/isb,Semester 1
ciit/sp22-bcs-3375/isb,Semester 1
ciit/sp22-bcs-3385/isb,Semester 1
ciit/sp22-bcs-3387/isb,Semester 1
ciit/sp22-bcs-3410/isb,Semester 1
ciit/sp22-bcs-3440/isb,Semester 1
ciit/sp22-bcs-3443/isb,Semester 1
ciit/sp22-bcs-3448/isb,Semester 1
ciit/sp22-bcs-3493/isb,Semester 1
ciit/sp22-bcs-3494/isb,Semester 1
ciit/sp22-bcs-3541/isb,Semester 1
ciit/sp22-bcs-3597/isb,Semester 1
ciit/sp22-bcs-3664/isb,Semester 1
ciit/sp22-bcs-3669/isb,Semester 1
ciit/sp22-bcs-3673/isb,Semester 1
ciit/sp22-bcs-3679/isb,Semester 1
ciit/sp22-bcs-3712/isb,Semester 1
ciit/sp22-bcs-41/isb,Semester 1
ciit/sp22-bcs-424/isb,Semester 1
ciit/sp22-bcs-456/isb,Semester 1
ciit/sp22-bcs-497/isb,Semester 1
ciit/sp22-bcs-533/isb,Semester 1
ciit/sp22-bcs-584/isb,Semester 1
ciit/sp22-bcs-587/isb,Semester 1
ciit/sp22-bcs-588/isb,Semester 1
ciit/sp22-bcs-593/isb,Semester 1
ciit/sp22-bcs-603/isb,Semester 1
ciit/sp22-bcs-669/isb,Semester 1
ciit/sp22-bcs-695/isb,Semester 1
ciit/sp22-bcs-699/isb,Semester 1
ciit/sp22-bcs-705/isb,Semester 1
ciit/sp22-bcs-741/isb,Semester 1
ciit/sp22-bcs-8/isb,Semester 1
ciit/sp22-bcs-804/isb,Semester 1
ciit/sp22-bcs-845/isb,Semester 1
ciit/sp22-bcs-860/isb,Semester 1
ciit/sp22-bcs-877/isb,Semester 1
ciit/sp22-bcs-925/isb,Semester 1
ciit/sp22-bcs-942/isb,Semester 1
ciit/sp22-bse-1177/isb,Semester 1
ciit/sp22-bse-1186/isb,Semester 1
ciit/sp22-bse-1229/isb,Semester 1
ciit/sp22-bse-1282/isb,Semester 1
ciit/sp22-bse-1327/isb,Semester 1
ciit/sp22-bse-1449/isb,Semester 1
ciit/sp22-bse-151/isb,Semester 1
ciit/sp22-bse-16/isb,Semester 1
ciit/sp22-bse-1637/isb,Semester 1
ciit/sp22-bse-166/isb,Semester 1
ciit/sp22-bse-1665/isb,Semester 1
ciit/sp22-bse-170/isb,Semester 1
ciit/sp22-bse-1717/isb,Semester 1
ciit/sp22-bse-1761/isb,Semester 1
ciit/sp22-bse-1765/isb,Semester 1
ciit/sp22-bse-1865/isb,Semester 1
ciit/sp22-bse-195/isb,Semester 1
ciit/sp22-bse-1993/isb,Semester 1
ciit/sp22-bse-2185/isb,Semester 1
ciit/sp22-bse-2228/isb,Semester 1
ciit/sp22-bse-2255/isb,Semester 1
ciit/sp22-bse-2303/isb,Semester 1
ciit/sp22-bse-2338/isb,Semester 1
ciit/sp22-bse-2351/isb,Semester 1
ciit/sp22-bse-2370/isb,Semester 1
ciit/sp22-bse-2550/isb,Semester 1
ciit/sp22-bse-2635/isb,Semester 1
ciit/sp22-bse-2717/isb,Semester 1
ciit/sp22-bse-2741/isb,Semester 1
ciit/sp22-bse-2754/isb,Semester 1
ciit/sp22-bse-2780/isb,Semester 1
ciit/sp22-bse-2943/isb,Semester 1
ciit/sp22-bse-3021/isb,Semester 1
ciit/sp22-bse-3174/isb,Semester 1
ciit/sp22-bse-3189/isb,Semester 1
ciit/sp22-bse-3267/isb,Semester 1
ciit/sp22-bse-328/isb,Semester 1
ciit/sp22-bse-3338/isb,Semester 1
ciit/sp22-bse-3468/isb,Semester 1
ciit/sp22-bse-3540/isb,Semester 1
ciit/sp22-bse-3628/isb,Semester 1
ciit/sp22-bse-3677/isb,Semester 1
ciit/sp22-bse-3678/isb,Semester 1
ciit/sp22-bse-388/isb,Semester 1
ciit/sp22-bse-612/isb,Semester 1
ciit/sp22-bse-620/isb,Semester 1
ciit/sp22-bse-662/isb,Semester 1
ciit/sp22-bse-766/isb,Semester 1
ciit/sp22-bse-777/isb,Semester 1
ciit/sp22-bse-893/isb,Semester 1
ciit/sp22-bse-97/isb,Semester 1
ciit/sp21-bse-020/isb,Semester 3
